"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.43"
"MGAT3","MGAT5","0.84","0.81"
"MGAT4B","MGAT5","0.64","0.63"
"MGAT4B","MGAT5B","0.79","1.0"
"MGAT5","MGAT5B","0.65","0.66"
