"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.14","0.11"
"MGAT4B","MGAT5","0.94","0.68"
"MGAT4B","MGAT5B","0.45","0.33"
"MGAT5","MGAT5B","0.4","0.12"
