"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.27","0.33"
"MGAT4B","MGAT5","0.6","0.43"
"MGAT4B","MGAT5B","0.28","0.44"
"MGAT5","MGAT5B","0.36","0.25"
