"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.28"
"MGAT3","MGAT5","0.97","1.0"
"MGAT4B","MGAT5","0.82","0.93"
"MGAT4B","MGAT5B","0.96","0.97"
"MGAT5","MGAT5B","0.71","0.48"
