"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.71","1.0"
"MGAT3","MGAT5","0.06","0.03"
"MGAT4B","MGAT5","1.0","0.78"
"MGAT4B","MGAT5B","0.69","0.73"
"MGAT5","MGAT5B","0.6","0.27"
