"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.57","0.25"
"MGAT3","MGAT5","0.78","0.44"
"MGAT4B","MGAT5","0.88","0.72"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.84","0.69"
