"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.93","0.04"
"MGAT3","MGAT5","0.87","0.48"
"MGAT4B","MGAT5","0.86","0.59"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.9","0.78"
