"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.68","0.19"
"MGAT3","MGAT5","0.82","0.57"
"MGAT4B","MGAT5","0.95","0.83"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.82","0.56"
