"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.56","1.0"
"MGAT3","MGAT5","0.05","0.09"
"MGAT4B","MGAT5","1.0","0.76"
"MGAT4B","MGAT5B","0.76","0.68"
"MGAT5","MGAT5B","0.73","0.41"
