"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.08","0.53"
"MGAT3","MGAT5","0.66","0.6"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.93","0.82"
"MGAT5","MGAT5B","0.58","0.23"
