"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.98","0.17"
"MGAT3","MGAT5","0.97","0.82"
"MGAT4B","MGAT5","0.86","0.82"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.78","0.55"
