"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.23"
"MGAT3","MGAT5","0.97","0.89"
"MGAT4B","MGAT5","0.83","0.85"
"MGAT4B","MGAT5B","0.99","1.0"
"MGAT5","MGAT5B","0.77","0.58"
