"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.68","0.21"
"MGAT3","MGAT5","0.77","0.43"
"MGAT4B","MGAT5","0.93","0.71"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.88","0.7"
