"label","mRNA","methy","GNNExplainer"
"ABAT","8.0871000289917","0.105599999427795",0.15
"ABCA1","10.7329998016357","0.137500002980232",0.15
"ABCB1","9.96150016784668","-0.197799995541573",0.14
"ABCB4","7.81290006637573","-0.453599989414215",0.14
"ABI1","10.2576999664307","-0.470499992370605",0.14
"ABL1","11.0513000488281","0.43520000576973",0.15
"ABL2","10.47350025177","0.211600005626678",0.15
"ACACA","9.12590026855469","0.185900002717972",0.14
"ACACB","9.48970031738281","-0.128099992871284",0.13
"ACAN","8.88070011138916","0.0190999992191792",0.14
"ACIN1","11.0395002365112","-0.46450001001358",0.14
"ACLY","13.7814998626709","0.0267999991774559",0.16
"ACO1","10.6906995773315","-0.482499986886978",0.15
"ACO2","12.6868000030518","-0.110600002110004",0.14
"ACOT4","7.33960008621216","-0.445899993181229",0.15
"ACOX1","10.4898996353149","-0.44980001449585",0.14
"ACOX2","8.75430011749268","-0.167199999094009",0.14
"ACOX3","7.87160015106201","0.430000007152557",0.16
"ACSF3","8.72519969940186","-0.483999997377396",0.13
"ACSS3","9.828200340271","-0.16609999537468",0.15
"ACTA1","0.442900002002716","-0.291999995708466",0.14
"ACTB","15.954400062561","0.143999993801117",0.15
"ACTG1","15.4405002593994","-0.409500002861023",0.13
"ACTL6B","0","-0.384099990129471",0.14
"ACTN1","11.0347995758057","0.0190999992191792",0.14
"ACTN2","5.04349994659424","-0.398200005292892",0.15
"ACTN3","1.65810000896454","0.306400001049042",0.15
"ACTN4","13.8099002838135","0.409799993038177",0.12
"ACTR1A","11.0790996551514","0.3817999958992",0.15
"ACTR3B","6.60970020294189","-0.386599987745285",0.12
"ACTR8","8.22169971466064","-0.460900008678436",0.16
"ACVR1C","1.65810000896454","0.427199989557266",0.13
"ADAM12","6.28350019454956","0.382400006055832",0.14
"ADAM15","10.9064998626709","0.181500002741814",0.15
"ADAM28","7.21610021591187","0.203099995851517",0.14
"ADAMTS5","10.3290004730225","0.293700009584427",0.15
"ADAR","12.5839996337891","-0.442999988794327",0.14
"ADCY1","7.980299949646","-0.379099994897842",0.16
"ADCY2","5.8878002166748","0.10419999808073",0.14
"ADCY3","10.6333999633789","0.32039999961853",0.14
"ADCY5","10.3663997650146","-0.363299995660782",0.14
"ADCY7","8.06400012969971","0.224000006914139",0.14
"ADCY8","0.442900002002716","0.155300006270409",0.15
"ADCY9","10.7146997451782","-0.354499995708466",0.14
"ADCYAP1R1","0","-0.445600003004074",0.15
"ADNP","10.5539999008179","-0.473899990320206",0.13
"ADORA1","2.90070009231567","0.0368999987840652",0.16
"ADRA1A","3.55819988250732","0.360799998044968",0.15
"ADRA2B","8.25769996643066","0.251500010490417",0.15
"AEBP2","10.0996999740601","-0.461199998855591",0.13
