"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.14","0.07"
"MGAT4B","MGAT5","0.64","0.52"
"MGAT4B","MGAT5B","0.28","0.41"
"MGAT5","MGAT5B","0.22","0.04"
