"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.91","0.21"
"MGAT3","MGAT5","1.0","1.0"
"MGAT4B","MGAT5","0.86","0.95"
"MGAT4B","MGAT5B","0.97","0.9"
"MGAT5","MGAT5B","0.64","0.3"
