"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.93","1.0"
"MGAT3","MGAT5","0.01","0.02"
"MGAT4B","MGAT5","1.0","0.77"
"MGAT4B","MGAT5B","0.66","0.7"
"MGAT5","MGAT5B","0.53","0.17"
