"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.57","0.31"
"MGAT3","MGAT5","0.75","0.5"
"MGAT4B","MGAT5","0.98","0.86"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.84","0.58"
