"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.76","1.0"
"MGAT3","MGAT5","0.03","0.11"
"MGAT4B","MGAT5","1.0","0.7"
"MGAT4B","MGAT5B","0.63","0.6"
"MGAT5","MGAT5B","0.59","0.17"
