"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.43"
"MGAT3","MGAT5","0.89","0.99"
"MGAT4B","MGAT5","0.67","0.79"
"MGAT4B","MGAT5B","0.81","1.0"
"MGAT5","MGAT5B","0.61","0.46"
