"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.2"
"MGAT3","MGAT5","0.9","0.69"
"MGAT4B","MGAT5","0.8","0.69"
"MGAT4B","MGAT5B","0.97","1.0"
"MGAT5","MGAT5B","0.83","0.72"
