"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.24","0.25"
"MGAT4B","MGAT5","0.7","0.54"
"MGAT4B","MGAT5B","0.42","0.46"
"MGAT5","MGAT5B","0.43","0.26"
