"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","1.0"
"MGAT3","MGAT5","0.22","0.2"
"MGAT4B","MGAT5","0.51","0.54"
"MGAT4B","MGAT5B","0.25","0.34"
"MGAT5","MGAT5B","0.25","0.14"
