"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.21","1.0"
"MGAT3","MGAT5","0.32","0.11"
"MGAT4B","MGAT5","1.0","0.96"
"MGAT4B","MGAT5B","0.84","1.0"
"MGAT5","MGAT5B","0.75","0.55"
