"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.23","0.95"
"MGAT3","MGAT5","0.33","0.01"
"MGAT4B","MGAT5","1.0","0.82"
"MGAT4B","MGAT5B","0.86","1.0"
"MGAT5","MGAT5B","0.79","0.61"
