"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.04","0.71"
"MGAT3","MGAT5","0.52","0.39"
"MGAT4B","MGAT5","1.0","1.0"
"MGAT4B","MGAT5B","0.89","0.94"
"MGAT5","MGAT5B","0.68","0.37"
