"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.53","1.0"
"MGAT3","MGAT5","0.16","0.19"
"MGAT4B","MGAT5","1.0","0.62"
"MGAT4B","MGAT5B","0.86","0.83"
"MGAT5","MGAT5B","0.86","0.62"
