"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","1.0","0.19"
"MGAT3","MGAT5","0.96","0.75"
"MGAT4B","MGAT5","0.83","0.73"
"MGAT4B","MGAT5B","0.97","1.0"
"MGAT5","MGAT5B","0.78","0.6"
