"label","mRNA","methy","GNNExplainer"
"ABAT","12.0279998779297","-0.0535000003874302",0.15
"ABCA1","7.66510009765625","0.399500012397766",0.15
"ABCB1","6.38670015335083","0.338600009679794",0.14
"ABCB4","3.72480010986328","0.282099992036819",0.14
"ABI1","10.1676998138428","0.37720000743866",0.14
"ABL1","11.1262998580933","0.386799991130829",0.15
"ABL2","10.4666996002197","-0.455199986696243",0.15
"ACACA","11.0309000015259","-0.155200004577637",0.14
"ACACB","10.2046003341675","0.420899987220764",0.13
"ACAN","5.23509979248047","-0.321000009775162",0.14
"ACIN1","12.0671997070312","-0.160699993371964",0.14
"ACLY","11.5002002716064","-0.151800006628036",0.16
"ACO1","9.78639984130859","-0.391699999570847",0.15
"ACO2","11.6113004684448","-0.475100010633469",0.14
"ACOT4","9.56330013275146","-0.445699989795685",0.15
"ACOX1","10.8078002929688","-0.481400012969971",0.14
"ACOX2","7.29460000991821","0.0696000009775162",0.14
"ACOX3","8.75599956512451","0.143099993467331",0.16
"ACSF3","8.26669979095459","0.293500006198883",0.13
"ACSS3","9.16479969024658","-0.0935000032186508",0.15
"ACTA1","7.60279989242554","-0.366100013256073",0.14
"ACTB","15.7825002670288","-0.0724999979138374",0.15
"ACTG1","15.9993000030518","-0.234899997711182",0.13
"ACTL6B","0","0.112800002098083",0.14
"ACTN1","12.3973999023438","0.26129999756813",0.14
"ACTN2","0","-0.19709999859333",0.15
"ACTN3","0.781499981880188","0.325500011444092",0.15
"ACTN4","13.2152004241943","0.267800003290176",0.12
"ACTR1A","11.2802000045776","-0.485900014638901",0.15
"ACTR3B","7.6907000541687","0.428600013256073",0.12
"ACTR8","8.77270030975342","0.103200003504753",0.16
"ACVR1C","4.96320009231567","0.0188999995589256",0.13
"ADAM12","8.99230003356934","0.21170000731945",0.14
"ADAM15","11.7234001159668","-0.223499998450279",0.15
"ADAM28","5.17899990081787","0.109499998390675",0.14
"ADAMTS5","6.24350023269653","0.330199986696243",0.15
"ADAR","13.5440998077393","-0.475199997425079",0.14
"ADCY1","11.1724004745483","-0.402900010347366",0.16
"ADCY2","8.84220027923584","-0.419099986553192",0.14
"ADCY3","9.00930023193359","0.266400009393692",0.14
"ADCY5","8.80790042877197","0.47189998626709",0.14
"ADCY7","6.7467999458313","0.19030000269413",0.14
"ADCY8","0","-0.394899994134903",0.15
"ADCY9","11.2322998046875","-0.0379999987781048",0.14
"ADCYAP1R1","0","-0.48309999704361",0.15
"ADNP","11.6253004074097","-0.465499997138977",0.13
"ADORA1","10.5206003189087","-0.366400003433228",0.16
"ADRA1A","1.28559994697571","-0.179399996995926",0.15
"ADRA2B","4.40119981765747","-0.259299993515015",0.15
"AEBP2","9.39949989318848","-0.461199998855591",0.13
"AFF4","11.7013998031616","-0.483599990606308",0.15
"AGAP2","5.12979984283447","0.273299992084503",0.14
"AGK","9.02250003814697","-0.486200004816055",0.16
"AGL","9.25759983062744","0.273000001907349",0.14
"AGRN","12.1943998336792","0.415499985218048",0.15
"AGT","8.05290031433105","-0.124600000679493",0.14
"AGTR1","12.6862001419067","-0.335399985313416",0.14
"AKAP9","13.15149974823","-0.472400009632111",0.14
"AKT2","11.6590995788574","0.309799998998642",0.14
"AKT3","7.56489992141724","0.342000007629395",0.16
"ALDH1A3","7.50880002975464","0.409500002861023",0.14
"ALDH3A1","3.03369998931885","0.273900002241135",0.14
"ALDH3A2","12.5614995956421","0.32030001282692",0.13
"ALDOA","15.4618997573853","0.298099994659424",0.13
"ALDOB","1.65840005874634","-0.135600000619888",0.15
"ALK","0","-0.134299993515015",0.15
"AMBN","0","0.388900011777878",0.15
"AMDHD1","4.13219976425171","0.031300000846386",0.14
"ANAPC4","8.34850025177002","-0.488000005483627",0.13
"ANGPT4","2.75519990921021","0.168099999427795",0.13
"ANGPTL3","1.28559994697571","0.19370000064373",0.12
"ANK1","2.59270000457764","0.173099994659424",0.14
"ANK2","6.55060005187988","0.142299994826317",0.15
"ANK3","11.5714998245239","-0.0617999993264675",0.13
"ANLN","8.97379970550537","0.425300002098083",0.15
"ANO1","11.7749004364014","-0.255800008773804",0.14
"ANO6","10.6274003982544","-0.484800010919571",0.14
"AOC2","4.44939994812012","0.331499993801117",0.14
"AOX1","5.87069988250732","0.096900001168251",0.13
"AP1B1","11.1300001144409","0.374000012874603",0.14
"AP1G1","11.8343000411987","0.224999994039536",0.15
"AP1G2","10.9855003356934","-0.472499996423721",0.13
"AP2A1","11.0129995346069","0.410800009965897",0.13
"AP2A2","10.4497003555298","0.421900004148483",0.15
"AP2B1","12.0875997543335","-0.479099988937378",0.14
"AP3B1","10.3601999282837","-0.112800002098083",0.14
"AP4E1","8.54459953308105","-0.480100005865097",0.13
"AP4M1","8.92440032958984","-0.468300014734268",0.12
"APAF1","8.2632999420166","-0.487800002098083",0.14
"APBB1IP","7.1414999961853","-0.266200006008148",0.14
"APC","9.39179992675781","0.342500001192093",0.14
"APEX1","11.3148002624512","-0.472400009632111",0.13
"APLP2","13.5756998062134","0.452899992465973",0.14
"APOA1","4.78660011291504","0.0200999993830919",0.14
"APOA5","2.40960001945496","-0.217800006270409",0.14
"APOB","0","-0.181999996304512",0.14
"APP","13.6620998382568","0.0346999987959862",0.13
"AQR","10.3388004302979","-0.481700003147125",0.15
"ARAP1","11.1808004379272","0.438400000333786",0.14
"ARAP2","8.97999954223633","-0.407499998807907",0.14
"ARHGAP12","9.9640998840332","-0.439500004053116",0.15
"ARHGAP21","10.2132997512817","0.157100006937981",0.13
"ARHGAP29","11.6318998336792","-0.414499998092651",0.14
"ARHGAP30","7.66540002822876","0.265799999237061",0.15
"ARHGAP5","10.7762002944946","-0.467799991369247",0.13
"ARHGAP9","5.34130001068115","0.0756999999284744",0.15
"ARHGEF1","10.2062997817993","0.258300006389618",0.13
"ARHGEF10L","10.6681003570557","0.2466000020504",0.14
"ARHGEF11","11.2884998321533","-0.212599992752075",0.16
"ARHGEF12","12.5333995819092","-0.289299994707108",0.12
"ARHGEF15","8.34850025177002","0.315200001001358",0.16
"ARHGEF17","10.1545000076294","0.308699995279312",0.13
"ARHGEF4","4.35120010375977","0.396200001239777",0.16
"ARHGEF5","9.51029968261719","0.396200001239777",0.13
"ARID1A","12.1054000854492","-0.458099991083145",0.15
"ARID4A","9.23019981384277","-0.461800009012222",0.15
"ARNT","11.2621002197266","-0.486699998378754",0.15
"ARPC2","11.5792999267578","0.451400011777878",0.16
"ARSB","6.69770002365112","0.107400000095367",0.16
"ASPH","12.5920000076294","0.268700003623962",0.15
"ASXL1","10.2554998397827","-0.48309999704361",0.16
"ATF2","8.8262996673584","-0.485700011253357",0.14
"ATG7","9.69789981842041","0.39070001244545",0.14
"ATN1","12.3022003173828","-0.191300004720688",0.16
"ATP11A","7.50909996032715","-0.3817999958992",0.14
"ATP12A","0","-0.4307000041008",0.13
"ATP1A1","13.2287998199463","0.359100013971329",0.15
"ATP1B1","12.3656997680664","-0.287900000810623",0.12
"ATP2A1","2.90109992027283","0.428600013256073",0.13
"ATP2A2","11.8484001159668","-0.489600002765656",0.15
"ATP6V1A","10.8141002655029","-0.468899995088577",0.15
"ATP8A1","9.85299968719482","0.340299993753433",0.14
"ATP8B2","8.34850025177002","-0.436500012874603",0.14
"ATP8B4","5.46379995346069","0.367799997329712",0.14
"ATR","9.35900020599365","-0.483599990606308",0.15
"AXIN1","10.6572999954224","0.398499995470047",0.16
"AXIN2","8.03719997406006","0.283499985933304",0.14
"AXL","9.2677001953125","0.347299993038177",0.16
"B2M","13.9322004318237","0.399399995803833",0.15
"B3GNT5","5.02820014953613","0.179100006818771",0.14
"BAAT","0","-0.0173000004142523",0.14
"BACH1","8.54459953308105","0.0007999999797903",0.14
"BAK1","7.9601001739502","0.352800011634827",0.15
"BAP1","10.3201999664307","0.42739999294281",0.14
"BAZ1A","10.2648000717163","-0.444700002670288",0.15
"BAZ1B","11.2287998199463","-0.376399993896484",0.13
"BCAN","1.65840005874634","0.112300001084805",0.14
"BCAR1","10.0030002593994","0.339300006628036",0.13
"BCAS2","9.46150016784668","-0.473300009965897",0.14
"BCL2L11","9.61849975585938","-0.0375999994575977",0.17
"BCL6","11.7875995635986","0.0687000006437302",0.15
"BCL9","10.7138996124268","-0.486900001764297",0.16
"BCL9L","11.5707998275757","0.451999992132187",0.13
"BCR","10.2707004547119","0.239700004458427",0.14
"BDKRB2","8.97799968719482","-0.36719998717308",0.14
"BICD2","8.96560001373291","0.326499998569489",0.13
"BIRC3","7.79720020294189","0.437299996614456",0.14
"BLK","0","0.0684999972581863",0.14
"BLM","7.0738000869751","0.44990000128746",0.14
"BMP1","8.16549968719482","0.386799991130829",0.14
"BMS1","10.0241003036499","-0.453799992799759",0.15
"BRAP","9.14109992980957","-0.485000014305115",0.13
"BRCA1","8.72939968109131","-0.483999997377396",0.14
"BRCA2","6.7943000793457","-0.488999992609024",0.15
"BRD1","10.2419004440308","0.393599987030029",0.13
"BRD4","11.2378997802734","0.270399987697601",0.16
"BRD7","9.69929981231689","-0.482300013303757",0.14
"BRD8","10.9180002212524","-0.399599999189377",0.15
"BRIP1","9.30749988555908","-0.48309999704361",0.13
"BRPF1","9.10770034790039","0.433699995279312",0.14
"BRWD1","10.0654001235962","0.392199993133545",0.14
"BUB1","8.63860034942627","-0.441599994897842",0.14
"BUB3","11.6194000244141","-0.0270000007003546",0.13
"C1GALT1","8.63860034942627","0.393999993801117",0.14
"C2","6.90229988098145","0.2466000020504",0.15
