"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.43","1.0"
"MGAT3","MGAT5","0.14","0.17"
"MGAT4B","MGAT5","1.0","0.67"
"MGAT4B","MGAT5B","0.72","0.64"
"MGAT5","MGAT5B","0.72","0.32"
