"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.38","1.0"
"MGAT3","MGAT5","0.15","0.16"
"MGAT4B","MGAT5","1.0","0.7"
"MGAT4B","MGAT5B","0.85","0.81"
"MGAT5","MGAT5B","0.87","0.61"
