"from","to","Saliency","IntegratedGradients"
"MGAT3","MGAT4B","0.66","0.17"
"MGAT3","MGAT5","0.87","0.74"
"MGAT4B","MGAT5","0.97","0.97"
"MGAT4B","MGAT5B","1.0","1.0"
"MGAT5","MGAT5B","0.74","0.4"
